id,number,year,make,model,vin,metric_units,front_facing_enhanced_url,front_facing_enhanced_ai_viz_url,dual_facing_enhanced_url,dual_facing_enhanced_ai_viz_url,front_facing_plain_url,driver_facing_plain_url,events
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2961413115/mp4-front_facing-d8923f24-43be-423b-be8c-251c91840734.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240619-030820-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=3efa9ed06e67a58d9420e7872ea0b46aaf5a5e7881e868160f9e878e488e3e7d,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2961531059/mp4-front_facing-93004f41-6b2d-402c-9859-9046daeead5e.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240619-131653-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094922Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=f907c6efa4c36b0a6ae6c1b102f7c731e21436156c47290902838fb0c76be82b,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2961643396/mp4-front_facing-4b457107-553d-4465-9a1b-ba59f8bb9c57.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240619-163342-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=8ef1fe15eeb25d281cce677962447a26694b0d55a831a49160dca405cdf7d802,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2961679427/mp4-front_facing-22154f5f-fe30-4725-82a3-a65821374205.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240619-173441-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=b4c284bd5e7532944fcd263084c2943a14507b3c821333c63413ed815c33a4bf,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2962337962/mp4-front_facing-c8467444-f682-4d50-90eb-eb3cc340ad4c.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240621-001653-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=edd12cfb70d4ef052fa661b241c87b8dbdfdeeb52e637867650d72004d5068b9,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2962353897/mp4-front_facing-fbc0325a-ea55-4a0f-98d1-2b286730b103.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240621-013532-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=b7aab9b0e9922c737c29bd9f46704263b8dd7ca8b98c081fe94bd01736838b8f,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1179255,880,,Kenworth,880,1XKZD40XXLJ960865,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2962898302/mp4-front_facing-03e2ac49-9dd1-4726-99ec-3e265c83eb47.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240622-162856-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=68f5419021e8304044c11ced75ecb04d84fd5a90d8e22bd9ec8adb4f2e5a61cc,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2963127985/mp4-front_facing-de7cd916-f54d-4149-8cfb-3d52f30b6c4b.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240624-015420-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=15ec3d45f49fef42f181492e2acb6aafd82f3904649ef9688b369d410e67f6c9,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2963829752/mp4-front_facing-7507644d-6251-4e25-bb04-f41ffe7efb30.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240625-180030-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=3e9d5759e5dc868f9dcc88949f3df617bd2b34ee54adfa590ad05c633794011c,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2963885003/mp4-front_facing-d44fa97e-cb3c-4221-8bea-3a229f7d8b08.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240625-193652-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=e3e93b5526fdb24203036ab521f3b6879c1c32713ec113cfc230d98eb3d83cc2,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964029877/mp4-front_facing-cf45d33f-09f8-4209-8299-d838663e1f6f.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240626-025123-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=aa42f663ebeb1fdc3e9c9b91152e75adbb0034f257142d1a90fff8becb140a8e,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964450479/mp4-front_facing-7ef9e45e-1a19-4648-aa1b-e131de10e54e.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240626-222320-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=d1e2d9dead49f5c921c9b2807b762ac3cf614dc32df1e86dd809d09a52ce03bf,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964451711/mp4-front_facing-9bca5826-8aee-4f6f-b7f4-383f93fd4e06.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240626-222649-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c81035b3ec8f7e99fe87295b5244dcb47658704be0158cf89f0e16435b418d5d,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964981180/mp4-front_facing-db486133-ca83-4e4f-87b9-907187907a53.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240627-021152-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=eac48808b374846920afb91cf53510f761fbead10e684cc78b724cf86829ffc4,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2964933251/mp4-front_facing-c99b382d-bcf6-4d13-8850-b731378c6c45.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240627-215524-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=37c3aeae04d22c14fa5755ce63076768144ecdb0746724711e38feaded35bab0,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965227822/mp4-front_facing-124ea362-b5c7-493c-aaaa-82358c195767.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240628-085713-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=49790b47bebd6c5d2021aca67d54abc8a3d4ec2a5f6c7e6b7dfbff2bb5a2bc5c,,tailgating
1179249,855,2016,Peterbilt,389,1NPXD49X2GD305652,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965422535/mp4-front_facing-77f52521-7bf0-4a00-8335-e913b26f1f11.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240629-000708-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=f1d4516eb37cf65d42ce51e742230e8eb99efab74685f3310811a00320a22794,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965477165/mp4-front_facing-fde42c55-ba89-4264-996a-71492986ad64.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240629-093204-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=15faeba6a9e7b3bbf96a91baa6790a188983d8f194e0865eca27b970ba5a603b,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965548929/mp4-front_facing-0958305e-e00c-4248-80f9-522ef5b77735.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240629-155337-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=7d502b50bde3177c1d1d3c1de4344c8aef46b5f56df3c63f608b48d464e5826a,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965655719/mp4-front_facing-a7c2e746-ce16-4e25-ac70-0b2a7c544f21.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240630-004215-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=28f329790b33de9cc18a1c4aabc4bef0973fe8e60643d656d411d242d9b7afe4,,tailgating
1179255,880,,Kenworth,880,1XKZD40XXLJ960865,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2965731488/mp4-front_facing-99135e72-1380-4255-8e83-533243d6c200.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240630-164837-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=83524937851b0febd0f65577e578239622e28f3184d4458894fd2c362b23d750,,tailgating
1520146,605,2018,KENWORTH,W9 Series,1XKWD40X2JJ994864,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2966173811/mp4-front_facing-3baf1941-cabd-4f67-896e-7f5744e92030.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240701-211323-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=82ee6c38f64082dec12e3e910fafbcb758f0e28506e471f663b31388c40f2666,,tailgating
1179255,880,,Kenworth,880,1XKZD40XXLJ960865,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2966486824/mp4-front_facing-9269fa45-d892-4679-be43-821816af564c.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240702-161821-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094923Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=073e76890ac45ce3be8b800290cb7980c961ece61d82eadcde6b121da0afaa3a,,tailgating
1179248,900,2019,Kenworth,900,1XKWD40X4KR997302,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967032257/mp4-front_facing-d56d855d-a4af-4211-86d1-147cf55d7d0a.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240703-182119-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c554596c5c1211c8d3385260956cf0fa0841abbdbb31d2c675a83cf73d711df9,,tailgating
1243160,895,2013,KENWORTH,W9 Series,1XKWD40X0DJ963262,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967125087/mp4-front_facing-a6c6ed63-eee2-4a62-a15c-84491cbb9066.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240703-212439-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=a8163bdc826f5543b82acb9308c096c712cbeaf81aaab06d5246faf065bf9b9f,,tailgating
1473363,898,2015,PETERBILT,389,1XPXD49X6FD290609,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967132216/mp4-front_facing-fe3a9863-d82c-482f-8199-9e52cdb4ce07.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240703-214212-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c9b9cbfe63a558297970c2ebea8ce377e5e41d9c983f9d66bf08bd69afd5a59b,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967167762/mp4-front_facing-7227336c-a723-4d34-84cf-bc6c867c906c.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240703-232758-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=9cfe3551f2cdff667fbccbaf1e7b99ee70f96d9c4a70d06662f5577368745d6e,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967325503/mp4-front_facing-0709fd4f-b4cb-4132-8353-fa40d76ef215.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240704-190203-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=06565c614ad4074ad8ece886f8a359565d0f8afa7d5a2edfaa2067e6f1e37322,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967376934/mp4-front_facing-e2f34615-efff-4e45-9e6a-47456afe143f.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240705-005651-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=0797c13d7c16c6b8953e81176e6cca601757f076399ed99ef2a4727d4016db0a,,tailgating
1564117,600,2015,MACK,CXU,1M1AW07Y4FM050867,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967566140/mp4-front_facing-a315df02-8265-4f44-a808-dc67378bca37.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240705-181312-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=c4c05e9d1b51f34938b69ffcc93d33cf7fdf23fa7b969e5471e5c494d4ac09d1,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967820480/mp4-front_facing-2f4b4165-a5e1-4034-a7c3-890146671b45.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240706-220533-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=28b7b6332bbbb2eb4494ba5794604da24cd93e7b8c61f9a68778d5c3656c6a91,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967954355/mp4-front_facing-4a471d0e-723c-4932-85da-0b203b1e7637.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240707-222639-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=2b4511131ea61719d9ea12a2b740cb324d0a1e3e60a776cf28f43b187c6e713a,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967963220/mp4-front_facing-84e41335-a8d4-4f60-814b-7d445766064b.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240707-233609-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=97ea6e29db665ba9fa71312501970225c78b0eaa699102f35fde176e9456b749,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,,,tailgating
1179238,5911,,Peterbilt,389,1XPXD49XXKD617457,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2967977552/mp4-front_facing-06f8e621-722f-4538-a312-434703dba939.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240708-014840-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=13c2341734224bc850c4b20607509aa616478b740fc981a9743cbf3be3b475c2,,tailgating
1179254,6522,2019,Peterbilt,389,1NPXD49X0KD274815,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2968417011/mp4-front_facing-1c69304b-9839-485a-9033-74290e58d734.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240709-013124-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=f6752e24baa15a8494524cc34d6824dc14464f7e66bef44df84370c43f291b7b,,tailgating
1473363,898,2015,PETERBILT,389,1XPXD49X6FD290609,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2969572951/mp4-front_facing-9d74476c-ff63-4b4c-abdd-004060457647.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240711-145242-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=836235aeea1bf3a1f734e34d3a71855d917b4939f4b1f15867c9c56b44fb7ec4,,tailgating
1208059,899,2013,Kenworth,800,1XKDD40X1DR959553,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2969762878/mp4-front_facing-d57e2377-a976-490e-99c1-011e70332713.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240711-200936-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=a2221cf9a39c10d0c29d13e3b22ec8d427a2e20a0025e6bf39784c4df8d286e2,,tailgating
1564117,600,2015,MACK,CXU,1M1AW07Y4FM050867,True,,,,,https://keep-truckin-production.s3.amazonaws.com/uploads/camera_media/media/2969783389/mp4-front_facing-19c37a06-3643-422b-8437-8618787db948.mp4?response-content-disposition=attachment%3B%20filename%3DClose_following-Unidentified-20240711-204716-front_facing.mp4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5S2T6Q3NMVPEPWE2%2F20240830%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240830T094924Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=25661a17c6a8b0b3399fdd10ea7cb8b9128bc16f232d453884d6e7a0861d1e13,,tailgating
